SNO,Timestamp,Phase,Heater_Profile,Heater_Temparature,MQ136,MQ138_A,MQ138_B,BME688_D,BME688_C,TGS2602,SPEC,Alpha_PID,Temp,Hum,ActiveSensorsArray,VOC_Activated,Concentration,Distance
19,22-07-2025 15.02,Pre-Puff,HP354,220,204,311,309,580,486,335,487,857,23.55,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
20,22-07-2025 15.02,Pre-Puff,HP354,230,205,352,350,637,488,315,564,864,28.65,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
21,22-07-2025 15.02,Pre-Puff,HP354,240,208,385,383,668,498,277,578,862,29.51,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
22,22-07-2025 15.02,Pre-Puff,HP354,250,207,363,361,591,500,313,518,864,23.96,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
23,22-07-2025 15.02,Pre-Puff,HP354,260,212,356,354,624,515,310,541,863,26.19,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
24,22-07-2025 15.02,Pre-Puff,HP354,270,244,458,456,606,503,332,565,874,25.83,51,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
25,22-07-2025 15.02,Pre-Puff,HP354,270,200,386,384,640,490,332,562,873,20.08,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
26,22-07-2025 15.02,Pre-Puff,HP354,280,208,409,407,658,511,246,562,879,25.1,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
27,22-07-2025 15.02,Pre-Puff,HP354,290,228,387,385,722,518,259,531,876,28.13,51,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
28,22-07-2025 15.02,Pre-Puff,HP413,300,190,341,339,595,539,328,545,869,24.63,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
29,22-07-2025 15.02,Pre-Puff,HP413,310,209,248,247,611,510,320,556,885,27.9,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
30,22-07-2025 15.02,Pre-Puff,HP413,320,210,303,301,628,523,310,556,878,21.79,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
31,22-07-2025 15.02,Pre-Puff,HP413,330,197,338,336,607,535,291,505,883,25.26,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
32,22-07-2025 15.02,Pre-Puff,HP413,340,212,394,392,530,536,310,577,889,27.97,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
33,22-07-2025 15.02,Pre-Puff,HP413,350,194,321,319,615,536,345,537,888,24.24,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
34,22-07-2025 15.03,Pre-Puff,HP413,360,218,361,359,575,523,311,539,892,27.62,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
35,22-07-2025 15.03,Pre-Puff,HP413,370,202,375,373,607,543,312,561,889,26.84,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
36,22-07-2025 15.03,Pre-Puff,HP413,380,229,271,270,623,562,219,548,886,26.87,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
37,22-07-2025 15.03,Pre-Puff,HP501,390,221,428,426,567,557,340,518,899,21.3,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
38,22-07-2025 15.03,Pre-Puff,HP501,400,210,397,395,590,540,298,511,906,21.36,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
39,22-07-2025 15.03,Pre-Puff,HP501,410,219,389,387,603,564,318,502,908,21.39,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
40,22-07-2025 15.03,Pre-Puff,HP501,420,212,343,341,558,580,299,568,899,21.22,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
41,22-07-2025 15.03,Pre-Puff,HP501,430,238,305,303,632,574,221,572,904,28.18,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
42,22-07-2025 15.03,Pre-Puff,HP501,440,225,340,338,608,575,302,563,908,21.71,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
43,22-07-2025 15.03,Pre-Puff,HP501,440,243,355,353,620,559,306,512,915,20.81,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
44,22-07-2025 15.03,Pre-Puff,HP501,440,254,419,417,674,591,321,596,909,23.69,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
45,22-07-2025 15.03,Pre-Puff,HP501,440,229,329,327,619,577,304,594,912,20.09,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
46,22-07-2025 15.03,Pre-Puff,HP503,440,214,311,309,735,579,299,548,902,28.49,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
47,22-07-2025 15.03,Pre-Puff,HP503,440,245,352,350,692,577,303,581,915,20.74,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
48,22-07-2025 15.03,Pre-Puff,HP503,440,212,331,329,688,581,297,564,914,29.14,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
49,22-07-2025 15.03,Pre-Puff,HP503,440,191,342,340,695,554,289,531,914,23.67,51,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
50,22-07-2025 15.03,Pre-Puff,HP503,440,222,335,333,677,563,239,568,905,27.15,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
51,22-07-2025 15.03,Pre-Puff,HP503,440,261,404,402,721,568,288,586,905,21.03,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
52,22-07-2025 15.03,Pre-Puff,HP503,440,250,237,236,714,574,325,560,912,29.74,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
53,22-07-2025 15.03,Pre-Puff,HP503,440,223,236,235,672,573,305,569,918,29.94,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
54,22-07-2025 15.03,Pre-Puff,HP503,440,220,308,306,680,581,286,561,903,21.56,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
55,22-07-2025 15.03,Pre-Puff,HP322,440,213,362,360,576,585,273,554,907,22.22,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
56,22-07-2025 15.03,Pre-Puff,HP322,440,217,213,212,576,574,295,562,908,20.29,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
57,22-07-2025 15.03,Pre-Puff,HP322,440,214,291,290,572,564,259,525,909,22.77,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
58,22-07-2025 15.03,Pre-Puff,HP322,440,238,271,270,598,589,315,567,906,25.2,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
59,22-07-2025 15.03,Pre-Puff,HP322,440,210,283,282,568,576,273,518,904,21.16,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
60,22-07-2025 15.03,Pre-Puff,HP322,440,199,360,358,629,568,282,544,908,29.44,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
61,22-07-2025 15.03,Pre-Puff,HP322,440,200,289,288,617,570,344,551,924,25.95,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
62,22-07-2025 15.03,Pre-Puff,HP322,440,225,298,297,581,565,322,532,914,26.01,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
63,22-07-2025 15.03,Pre-Puff,HP322,440,226,313,311,693,561,287,549,908,25.05,51,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
64,22-07-2025 15.03,Pre-Puff,HP324,440,231,348,346,619,582,342,576,915,27.99,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
65,22-07-2025 15.04,Pre-Puff,HP324,440,203,253,252,626,570,308,550,916,25.99,51,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
66,22-07-2025 15.04,Pre-Puff,HP324,440,209,327,325,593,577,287,548,910,23.79,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
67,22-07-2025 15.04,Pre-Puff,HP324,440,232,333,331,621,584,323,544,903,22.67,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
68,22-07-2025 15.04,Pre-Puff,HP324,440,216,345,343,637,567,331,592,906,25.92,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
69,22-07-2025 15.04,Pre-Puff,HP324,440,208,170,169,611,572,323,541,918,26.02,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
70,22-07-2025 15.04,Puff,HP324,440,206,249,248,647,580,295,490,905,21.49,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
71,22-07-2025 15.04,Puff,HP324,440,213,301,299,570,574,339,543,913,23.21,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
72,22-07-2025 15.04,Puff,HP324,440,194,300,299,654,552,265,577,911,24.91,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
73,22-07-2025 15.04,Puff,HP354,440,227,195,194,604,576,257,580,908,24.46,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
74,22-07-2025 15.04,Puff,HP354,440,224,394,392,666,582,307,567,917,20.08,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
75,22-07-2025 15.04,Puff,HP354,440,240,316,314,639,580,299,538,907,22.77,51,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
76,22-07-2025 15.04,Puff,HP354,440,231,414,412,688,579,291,575,909,25.44,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
77,22-07-2025 15.04,Puff,HP354,440,211,385,383,640,571,305,517,900,24.98,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
78,22-07-2025 15.04,Puff,HP354,440,213,435,433,727,581,284,544,899,20.32,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
79,22-07-2025 15.04,Puff,HP354,440,220,261,260,584,568,308,525,912,26.09,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
80,22-07-2025 15.04,Puff,HP354,440,213,330,328,653,588,329,568,915,22.52,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
81,22-07-2025 15.04,Puff,HP354,440,213,389,387,665,583,318,528,902,25.56,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
82,22-07-2025 15.04,Puff,HP413,440,216,335,333,503,573,319,563,910,23.38,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
83,22-07-2025 15.04,Puff,HP413,440,238,355,353,555,573,315,511,917,23.11,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
84,22-07-2025 15.04,Puff,HP413,440,230,269,268,583,568,263,569,921,29.37,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
85,22-07-2025 15.04,Puff,HP413,440,213,346,344,563,571,336,550,905,27.12,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
86,22-07-2025 15.04,Puff,HP413,440,226,334,332,655,577,293,545,913,25.41,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
87,22-07-2025 15.04,Puff,HP413,440,234,277,276,656,579,289,529,907,26.78,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
88,22-07-2025 15.04,Puff,HP413,440,198,297,296,611,581,298,549,904,23.55,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
89,22-07-2025 15.04,Puff,HP413,440,216,248,247,583,577,352,475,910,28.65,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
90,22-07-2025 15.04,Puff,HP413,440,217,302,300,522,548,320,519,909,29.51,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
91,22-07-2025 15.04,Puff,HP501,440,206,321,319,590,586,253,522,921,23.96,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
92,22-07-2025 15.04,Puff,HP501,440,219,320,318,604,555,315,536,908,26.19,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
93,22-07-2025 15.04,Puff,HP501,440,218,285,284,527,567,278,562,909,25.83,51,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
94,22-07-2025 15.04,Puff,HP501,440,234,365,363,656,571,259,568,899,20.08,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
95,22-07-2025 15.04,Puff,HP501,440,220,311,309,596,569,321,548,904,25.1,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
96,22-07-2025 15.04,Puff,HP501,440,239,285,284,626,566,382,544,915,28.13,51,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
97,22-07-2025 15.04,Puff,HP501,440,222,270,269,639,572,328,546,909,24.63,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
98,22-07-2025 15.04,Puff,HP501,440,235,277,276,594,581,313,533,912,27.9,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
99,22-07-2025 15.04,Puff,HP501,440,235,408,406,632,562,300,550,911,21.79,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
100,22-07-2025 15.04,Puff,HP503,440,206,357,355,670,584,273,530,913,25.26,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
101,22-07-2025 15.04,Puff,HP503,440,222,255,254,739,598,275,518,909,27.97,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
102,22-07-2025 15.05,Puff,HP503,440,231,314,312,727,562,266,554,913,24.24,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
103,22-07-2025 15.05,Puff,HP503,440,236,331,329,701,569,310,573,914,27.62,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
104,22-07-2025 15.05,Puff,HP503,440,200,333,331,675,584,258,579,913,26.84,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
105,22-07-2025 15.05,Puff,HP503,440,211,210,209,689,569,301,560,908,26.87,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
106,22-07-2025 15.05,Puff,HP503,440,197,295,294,686,568,313,578,898,21.3,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
107,22-07-2025 15.05,Puff,HP503,440,219,315,313,746,573,300,533,907,21.36,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
108,22-07-2025 15.05,Puff,HP503,440,225,298,297,697,575,287,560,919,21.39,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
109,22-07-2025 15.05,Puff,HP322,440,218,283,282,521,566,289,558,917,21.22,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
110,22-07-2025 15.05,Puff,HP322,440,247,348,346,574,577,305,575,914,28.18,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
111,22-07-2025 15.05,Puff,HP322,440,249,403,401,591,563,339,545,912,21.71,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
112,22-07-2025 15.05,Puff,HP322,440,228,335,333,610,563,334,543,901,20.81,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
113,22-07-2025 15.05,Puff,HP322,440,209,310,308,581,575,272,558,922,23.69,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
114,22-07-2025 15.05,Puff,HP322,440,227,433,431,636,568,333,548,915,20.09,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
115,22-07-2025 15.05,Puff,HP322,440,229,269,268,582,590,340,550,909,28.49,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
116,22-07-2025 15.05,Puff,HP322,440,213,340,338,634,558,314,548,912,20.74,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
117,22-07-2025 15.05,Puff,HP322,440,223,289,288,588,585,239,565,909,29.14,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
118,22-07-2025 15.05,Puff,HP324,440,224,314,312,577,572,313,565,912,23.67,51,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
119,22-07-2025 15.05,Puff,HP324,440,217,368,366,591,588,283,531,898,27.15,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
120,22-07-2025 15.05,Puff,HP324,440,225,281,280,572,577,315,573,902,21.03,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
121,22-07-2025 15.05,Puff,HP324,440,202,336,334,580,568,278,547,913,29.74,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
122,22-07-2025 15.05,Puff,HP324,440,225,260,259,556,587,295,574,910,29.94,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
123,22-07-2025 15.05,Puff,HP324,440,220,313,311,594,571,320,531,911,21.56,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
124,22-07-2025 15.05,Puff,HP324,440,203,302,300,618,577,310,548,911,22.22,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
125,22-07-2025 15.05,Puff,HP324,440,235,342,340,595,586,284,534,916,20.29,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
126,22-07-2025 15.05,Puff,HP324,440,210,347,345,563,576,227,554,910,22.77,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
127,22-07-2025 15.05,Puff,HP354,440,205,345,343,673,587,334,570,911,25.2,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
128,22-07-2025 15.05,Puff,HP354,440,207,187,186,619,577,286,566,914,21.16,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
129,22-07-2025 15.05,Puff,HP354,440,217,400,398,659,589,348,570,909,29.44,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
130,22-07-2025 15.05,Puff,HP354,440,244,355,353,615,579,267,572,907,25.95,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
131,22-07-2025 15.05,Puff,HP354,440,187,285,284,587,582,336,537,913,26.01,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
132,22-07-2025 15.05,Puff,HP354,440,216,256,255,708,585,322,578,907,25.05,51,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
133,22-07-2025 15.05,Puff,HP354,440,217,318,316,712,580,297,555,908,27.99,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
134,22-07-2025 15.05,Puff,HP354,440,232,306,304,672,597,290,606,914,25.99,51,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
135,22-07-2025 15.05,Puff,HP354,440,234,197,196,654,576,292,538,904,23.79,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
136,22-07-2025 15.05,Puff,HP413,440,209,292,291,593,577,300,543,901,22.67,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
137,22-07-2025 15.06,Puff,HP413,440,245,319,317,643,566,299,552,915,25.92,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
138,22-07-2025 15.06,Puff,HP413,440,203,214,213,565,592,292,529,910,26.02,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
139,22-07-2025 15.06,Puff,HP413,440,204,304,302,612,600,276,555,904,27.72,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
140,22-07-2025 15.06,Puff,HP413,440,212,291,290,615,574,262,513,910,21.89,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
141,22-07-2025 15.06,Puff,HP413,440,215,362,360,634,582,314,561,908,20.95,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
142,22-07-2025 15.06,Puff,HP413,440,223,312,310,650,569,286,542,915,26.85,51,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
143,22-07-2025 15.06,Puff,HP413,440,222,298,297,541,567,292,589,918,24.04,51,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
144,22-07-2025 15.06,Puff,HP413,440,204,359,357,613,591,338,531,910,23.33,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
145,22-07-2025 15.06,Puff,HP501,440,200,275,274,614,577,303,555,911,27.32,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
146,22-07-2025 15.06,Puff,HP501,440,214,366,364,625,585,325,535,909,24.15,51,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
147,22-07-2025 15.06,Puff,HP501,440,224,359,357,542,568,265,565,911,27.44,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
148,22-07-2025 15.06,Puff,HP501,440,232,278,277,625,577,282,549,913,29.93,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
149,22-07-2025 15.06,Puff,HP501,440,249,294,293,667,569,296,568,913,25.54,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
150,22-07-2025 15.06,Puff,HP501,440,246,431,429,660,591,293,508,911,27.78,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
151,22-07-2025 15.06,Puff,HP501,440,212,334,332,642,593,292,564,918,26.17,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
152,22-07-2025 15.06,Puff,HP501,440,239,252,251,579,553,263,583,899,21.84,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
153,22-07-2025 15.06,Puff,HP501,440,211,379,377,617,564,251,576,919,26.5,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
154,22-07-2025 15.06,Puff,HP503,440,195,379,377,703,588,293,540,913,20.13,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
155,22-07-2025 15.07,Puff,HP503,440,198,310,308,695,586,321,524,916,29.44,51,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
156,22-07-2025 15.07,Puff,HP503,440,231,276,275,704,591,365,553,907,25.05,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
157,22-07-2025 15.07,Puff,HP503,440,247,352,350,669,572,284,596,908,24.71,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
158,22-07-2025 15.07,Puff,HP503,440,232,264,263,690,590,231,570,908,27.41,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
159,22-07-2025 15.07,Puff,HP503,440,211,350,348,706,589,275,592,913,22.45,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
160,22-07-2025 15.07,Puff,HP503,440,235,323,321,693,563,353,489,908,21.42,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
161,22-07-2025 15.07,Puff,HP503,440,202,220,219,697,574,309,568,906,27.17,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
162,22-07-2025 15.07,Puff,HP503,440,233,291,290,713,577,272,552,921,22.95,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
163,22-07-2025 15.07,Puff,HP322,440,200,339,337,636,564,295,577,908,28.07,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
164,22-07-2025 15.07,Puff,HP322,440,207,242,241,655,572,277,562,915,28.2,51,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
165,22-07-2025 15.07,Puff,HP322,440,195,358,356,534,571,303,574,903,27.14,51,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
166,22-07-2025 15.07,Puff,HP322,440,239,322,320,531,567,318,557,910,27.27,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
167,22-07-2025 15.07,Puff,HP322,440,225,441,439,614,587,224,536,906,29.07,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
168,22-07-2025 15.07,Puff,HP322,440,218,306,304,553,594,313,558,904,28.28,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
169,22-07-2025 15.07,Puff,HP322,440,221,257,256,662,596,334,561,915,29.21,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
170,22-07-2025 15.07,Puff,HP322,440,224,307,305,624,551,283,541,912,21.31,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
171,22-07-2025 15.07,Puff,HP322,440,202,377,375,538,579,325,512,910,29.8,51,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
172,22-07-2025 15.07,Puff,HP324,440,223,307,305,529,566,338,572,912,21.29,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
173,22-07-2025 15.07,Puff,HP324,440,239,305,303,607,585,348,531,910,23.7,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
174,22-07-2025 15.07,Puff,HP324,440,236,338,336,587,581,293,541,907,21.66,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
175,22-07-2025 15.07,Puff,HP324,440,239,260,259,624,580,301,557,913,25.01,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,2,12
