SNO,Timestamp,Phase,MQ136_A,MQ136_B,MQ136_C,MQ138_A,MQ138_B,MQ138_C,BME688_HP501,BME688_HP503,BME688_HP322,TGS2602_A,TGS2602_B,Temp,Hum,ActiveSensorsArray,VOC_Activated,Concentration,Distance
21,7/15/25 10:31,Pre-Puff,86,86,79,79,79,79,97,453.2,98,29319,29319,23,35,"[1,2,3,4,5,6,7]",NA,0,0
22,7/15/25 10:31,Pre-Puff,84,84,79,79,79,79,96,463.3,85,29324,29324,24,34,"[1,2,3,4,5,6,7]",NA,0,0
23,7/15/25 10:31,Pre-Puff,84,84,80,80,80,80,67,468.4,41,29325,29325,23,34,"[1,2,3,4,5,6,7]",NA,0,0
24,7/15/25 10:31,Pre-Puff,84,84,80,80,80,80,66,474.3,99,29323,29323,22,35,"[1,2,3,4,5,6,7]",NA,0,0
25,7/15/25 10:31,Pre-Puff,95,95,80,80,80,80,63,475,58,29325,29325,24,35,"[1,2,3,4,5,6,7]",NA,0,0
26,7/15/25 10:31,Pre-Puff,81,81,76,76,76,76,67,480,93,29328,29328,24,35,"[1,2,3,4,5,6,7]",NA,0,0
27,7/15/25 10:31,Pre-Puff,86,86,79,79,79,79,73,484,99,29331,29331,22,34,"[1,2,3,4,5,6,7]",NA,0,0
28,7/15/25 10:31,Pre-Puff,90,90,80,80,80,80,87,483,83,29336,29336,23,35,"[1,2,3,4,5,6,7]",NA,0,0
29,7/15/25 10:31,Pre-Puff,80,80,77,77,77,77,94,483.7,83,29343,29343,24,35,"[1,2,3,4,5,6,7]",NA,0,0
30,7/15/25 10:31,Pre-Puff,85,85,80,80,80,80,41,359.2,56,29344,29344,23,35,"[1,2,3,4,5,6,7]",NA,0,0
31,7/15/25 10:31,Pre-Puff,91,91,80,80,80,80,53,355.1,71,29346,29346,23,36,"[1,2,3,4,5,6,7]",NA,0,0
32,7/15/25 10:31,Pre-Puff,48,48,49,49,49,49,66,348.9,72,29339,29339,22,35,"[1,2,3,4,5,6,7]",NA,0,0
33,7/15/25 10:31,Pre-Puff,84,84,79,79,79,79,63,342.6,45,29340,29340,22,36,"[1,2,3,4,5,6,7]",NA,0,0
34,7/15/25 10:31,Pre-Puff,85,85,80,80,80,80,56,336.5,48,29338,29338,24,35,"[1,2,3,4,5,6,7]",NA,0,0
35,7/15/25 10:31,Pre-Puff,84,84,79,79,79,79,41,333.9,92,29340,29340,23,36,"[1,2,3,4,5,6,7]",NA,0,0
36,7/15/25 10:31,Pre-Puff,97,97,80,80,80,80,68,327.5,90,29342,29342,22,36,"[1,2,3,4,5,6,7]",NA,0,0
37,7/15/25 10:31,Pre-Puff,87,87,80,80,80,80,62,323.7,88,29342,29342,22,36,"[1,2,3,4,5,6,7]",NA,0,0
38,7/15/25 10:31,Pre-Puff,80,80,80,80,80,80,78,273,52,29341,29341,24,35,"[1,2,3,4,5,6,7]",NA,0,0
39,7/15/25 10:31,Pre-Puff,64,64,64,64,64,64,65,270.6,41,29341,29341,24,35,"[1,2,3,4,5,6,7]",NA,0,0
40,7/15/25 10:31,Pre-Puff,83,83,80,80,80,80,45,263.1,86,29339,29339,24,35,"[1,2,3,4,5,6,7]",NA,0,0
41,7/15/25 10:31,Pre-Puff,80,80,78,78,78,78,45,257.7,54,29339,29339,22,34,"[1,2,3,4,5,6,7]",NA,0,0
42,7/15/25 10:31,Pre-Puff,86,86,78,78,78,78,68,254.1,90,29340,29340,22,34,"[1,2,3,4,5,6,7]",NA,0,0
43,7/15/25 10:31,Pre-Puff,86,86,80,80,80,80,96,253,43,29340,29340,23,35,"[1,2,3,4,5,6,7]",NA,0,0
44,7/15/25 10:31,Pre-Puff,83,83,79,79,79,79,79,248.9,51,29334,29334,24,34,"[1,2,3,4,5,6,7]",NA,0,0
45,7/15/25 10:32,Pre-Puff,76,76,78,78,78,78,83,249.3,51,29339,29339,22,35,"[1,2,3,4,5,6,7]",NA,0,0
46,7/15/25 10:32,Pre-Puff,79,79,80,80,80,80,89,192.5,54,29341,29341,23,35,"[1,2,3,4,5,6,7]",NA,0,0
47,7/15/25 10:32,Pre-Puff,86,86,79,79,79,79,41,184.8,82,29342,29342,23,34,"[1,2,3,4,5,6,7]",NA,0,0
48,7/15/25 10:32,Pre-Puff,86,86,79,79,79,79,61,179.6,91,29341,29341,24,36,"[1,2,3,4,5,6,7]",NA,0,0
49,7/15/25 10:32,Pre-Puff,80,80,82,82,82,82,76,177,45,29343,29343,24,34,"[1,2,3,4,5,6,7]",NA,0,0
50,7/15/25 10:32,Pre-Puff,85,85,80,80,80,80,80,174.8,95,29341,29341,22,34,"[1,2,3,4,5,6,7]",NA,0,0
51,7/15/25 10:32,Pre-Puff,82,82,76,76,76,76,51,174.4,45,29341,29341,24,35,"[1,2,3,4,5,6,7]",NA,0,0
52,7/15/25 10:32,Pre-Puff,83,83,80,80,80,80,95,172.3,62,29339,29339,23,36,"[1,2,3,4,5,6,7]",NA,0,0
53,7/15/25 10:32,Pre-Puff,87,87,80,80,80,80,67,169.9,98,29342,29342,23,35,"[1,2,3,4,5,6,7]",NA,0,0
54,7/15/25 10:32,Pre-Puff,87,87,80,80,80,80,52,169.8,93,29340,29340,23,34,"[1,2,3,4,5,6,7]",NA,0,0
55,7/15/25 10:32,Pre-Puff,86,86,80,80,80,80,79,145.8,45,29343,29343,24,35,"[1,2,3,4,5,6,7]",NA,0,0
56,7/15/25 10:32,Pre-Puff,82,82,80,80,80,80,90,143.9,68,29340,29340,22,36,"[1,2,3,4,5,6,7]",NA,0,0
57,7/15/25 10:32,Pre-Puff,78,78,55,55,55,55,89,142.2,57,29340,29340,23,35,"[1,2,3,4,5,6,7]",NA,0,0
58,7/15/25 10:32,Pre-Puff,83,83,80,80,80,80,85,140.2,100,29341,29341,24,34,"[1,2,3,4,5,6,7]",NA,0,0
59,7/15/25 10:32,Pre-Puff,83,83,80,80,80,80,94,138.8,74,29340,29340,24,36,"[1,2,3,4,5,6,7]",NA,0,0
60,7/15/25 10:32,Pre-Puff,88,88,80,80,80,80,43,137.7,41,29338,29338,23,36,"[1,2,3,4,5,6,7]",NA,0,0
61,7/15/25 10:32,Pre-Puff,85,85,79,79,79,79,67,136.9,86,29335,29335,23,36,"[1,2,3,4,5,6,7]",NA,0,0
62,7/15/25 10:32,Pre-Puff,92,92,80,80,80,80,78,136.1,100,29334,29334,22,35,"[1,2,3,4,5,6,7]",NA,0,0
63,7/15/25 10:32,Pre-Puff,83,83,53,53,53,53,54,108.5,76,29333,29333,24,34,"[1,2,3,4,5,6,7]",NA,0,0
64,7/15/25 10:32,Pre-Puff,85,85,79,79,79,79,79,106.1,49,29334,29334,22,35,"[1,2,3,4,5,6,7]",NA,0,0
65,7/15/25 10:32,Pre-Puff,85,85,80,80,80,80,78,104,66,29335,29335,23,34,"[1,2,3,4,5,6,7]",NA,0,0
66,7/15/25 10:32,Pre-Puff,86,86,80,80,80,80,99,103.5,93,29338,29338,22,34,"[1,2,3,4,5,6,7]",NA,0,0
67,7/15/25 10:32,Pre-Puff,86,86,79,79,79,79,66,102,87,29335,29335,23,35,"[1,2,3,4,5,6,7]",NA,0,0
68,7/15/25 10:32,Pre-Puff,83,83,79,79,79,79,74,100.7,92,29335,29335,23,35,"[1,2,3,4,5,6,7]",NA,0,0
69,7/15/25 10:32,Pre-Puff,55,55,47,47,47,47,95,100.3,83,29335,29335,23,35,"[1,2,3,4,5,6,7]",NA,0,0
70,7/15/25 10:32,Pre-Puff,80,80,79,79,79,79,60,99.5,60,29331,29331,24,35,"[1,2,3,4,5,6,7]",NA,0,0
71,7/15/25 10:32,Pre-Puff,86,86,80,80,80,80,57,84.2,47,29325,29325,23,34,"[1,2,3,4,5,6,7]",NA,0,0
72,7/15/25 10:32,Pre-Puff,80,80,75,75,75,75,57,83,98,29328,29328,22,35,"[1,2,3,4,5,6,7]",NA,0,0
73,7/15/25 10:32,Pre-Puff,85,85,80,80,80,80,48,81.8,96,29328,29328,24,35,"[1,2,3,4,5,6,7]",NA,0,0
74,7/15/25 10:32,Pre-Puff,85,85,80,80,80,80,97,80.7,48,29328,29328,22,35,"[1,2,3,4,5,6,7]",NA,0,0
75,7/15/25 10:32,Pre-Puff,83,83,80,80,80,80,91,80.3,54,29329,29329,24,34,"[1,2,3,4,5,6,7]",NA,0,0
76,7/15/25 10:33,Pre-Puff,81,81,79,79,79,79,68,79.8,63,29334,29334,24,36,"[1,2,3,4,5,6,7]",NA,0,0
77,7/15/25 10:33,Pre-Puff,87,87,80,80,80,80,47,79.2,94,29333,29333,24,34,"[1,2,3,4,5,6,7]",NA,0,0
78,7/15/25 10:33,Pre-Puff,86,86,83,83,83,83,59,78.4,56,29333,29333,23,34,"[1,2,3,4,5,6,7]",NA,0,0
79,7/15/25 10:33,Pre-Puff,85,85,80,80,80,80,92,64.6,73,29333,29333,22,34,"[1,2,3,4,5,6,7]",NA,0,0
80,7/15/25 10:33,Pre-Puff,86,86,85,85,85,85,92,63.3,92,29335,29335,22,35,"[1,2,3,4,5,6,7]",NA,0,0
81,7/15/25 10:33,Pre-Puff,85,85,80,80,80,80,71,62.2,69,29333,29333,22,35,"[1,2,3,4,5,6,7]",NA,0,0
82,7/15/25 10:33,Pre-Puff,81,81,77,77,77,77,95,61.6,70,29336,29336,22,36,"[1,2,3,4,5,6,7]",NA,0,0
83,7/15/25 10:33,Pre-Puff,83,83,80,80,80,80,59,60.7,50,29335,29335,23,34,"[1,2,3,4,5,6,7]",NA,0,0
84,7/15/25 10:33,Pre-Puff,84,84,81,81,81,81,48,59.8,63,29324,29324,23,36,"[1,2,3,4,5,6,7]",NA,0,0
85,7/15/25 10:33,Pre-Puff,85,85,79,79,79,79,84,59.2,84,29324,29324,24,35,"[1,2,3,4,5,6,7]",NA,0,0
86,7/15/25 10:33,Pre-Puff,90,90,90,90,90,90,79,58.6,61,29326,29326,24,36,"[1,2,3,4,5,6,7]",NA,0,0
87,7/15/25 10:33,Pre-Puff,84,84,80,80,80,80,63,51,89,29327,29327,24,36,"[1,2,3,4,5,6,7]",NA,0,0
88,7/15/25 10:33,Pre-Puff,80,80,80,80,80,80,86,50.1,93,29331,29331,24,36,"[1,2,3,4,5,6,7]",NA,0,0
89,7/15/25 10:33,Pre-Puff,83,83,76,76,76,76,92,49,88,29332,29332,24,35,"[1,2,3,4,5,6,7]",NA,0,0
90,7/15/25 10:33,Pre-Puff,84,84,80,80,80,80,51,48.3,55,29329,29329,23,34,"[1,2,3,4,5,6,7]",NA,0,0
91,7/15/25 10:33,Pre-Puff,87,87,80,80,80,80,88,47.9,67,29332,29332,24,36,"[1,2,3,4,5,6,7]",NA,0,0
92,7/15/25 10:33,Pre-Puff,80,80,77,77,77,77,50,46.5,90,29335,29335,24,35,"[1,2,3,4,5,6,7]",NA,0,0
93,7/15/25 10:33,Pre-Puff,84,84,80,80,80,80,61,46.1,81,29332,29332,24,36,"[1,2,3,4,5,6,7]",NA,0,0
94,7/15/25 10:33,Pre-Puff,65,65,71,71,71,71,59,45.7,68,29334,29334,24,34,"[1,2,3,4,5,6,7]",NA,0,0
95,7/15/25 10:33,Pre-Puff,83,83,80,80,80,80,75,37.6,80,29335,29335,23,34,"[1,2,3,4,5,6,7]",NA,0,0
96,7/15/25 10:33,Pre-Puff,84,84,80,80,80,80,46,36.7,74,29335,29335,24,35,"[1,2,3,4,5,6,7]",NA,0,0
97,7/15/25 10:33,Pre-Puff,85,85,81,81,81,81,51,36.1,64,29338,29338,22,36,"[1,2,3,4,5,6,7]",NA,0,0
98,7/15/25 10:33,Pre-Puff,82,82,79,79,79,79,99,35.5,55,29336,29336,23,36,"[1,2,3,4,5,6,7]",NA,0,0
99,7/15/25 10:33,Pre-Puff,86,86,80,80,80,80,54,34.8,70,29333,29333,22,36,"[1,2,3,4,5,6,7]",NA,0,0
100,7/15/25 10:33,Pre-Puff,79,79,74,74,74,74,93,34.4,97,29334,29334,23,35,"[1,2,3,4,5,6,7]",NA,0,0
101,7/15/25 10:33,Pre-Puff,83,83,80,80,80,80,62,33.9,72,29332,29332,23,35,"[1,2,3,4,5,6,7]",NA,0,0
102,7/15/25 10:36,Puff,83,83,80,80,80,80,42,199.5,61,29299,29299,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
103,7/15/25 10:36,Puff,80,80,78,78,78,78,42,207,72,29285,29285,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
104,7/15/25 10:36,Puff,78,78,77,77,77,77,97,224.4,86,29301,29301,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
105,7/15/25 10:36,Puff,84,84,80,80,80,80,81,240.5,99,29312,29312,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
106,7/15/25 10:36,Puff,86,86,77,77,77,77,66,255.4,87,29324,29324,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
107,7/15/25 10:36,Puff,84,84,80,80,80,80,40,269.5,53,29335,29335,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
108,7/15/25 10:36,Puff,84,84,80,80,80,80,40,246,63,29336,29336,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
109,7/15/25 10:36,Puff,86,86,80,80,80,80,57,262.3,81,29341,29341,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
110,7/15/25 10:36,Puff,80,80,102,102,102,102,52,275.2,96,29341,29341,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
111,7/15/25 10:36,Puff,86,86,80,80,80,80,97,287.2,43,29348,29348,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
112,7/15/25 10:36,Puff,85,85,77,77,77,77,71,299.3,65,29349,29349,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
113,7/15/25 10:36,Puff,46,46,48,48,48,48,96,312.2,98,29352,29352,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
114,7/15/25 10:36,Puff,86,86,80,80,80,80,99,324.1,66,29357,29357,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
115,7/15/25 10:37,Puff,85,85,82,82,82,82,54,301.2,70,29363,29363,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
116,7/15/25 10:37,Puff,57,57,54,54,54,54,46,310.5,63,29362,29362,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
117,7/15/25 10:37,Puff,85,85,80,80,80,80,71,321,42,29362,29362,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
118,7/15/25 10:37,Puff,89,89,80,80,80,80,93,327.2,92,29356,29356,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
119,7/15/25 10:37,Puff,89,89,81,81,81,81,43,338.2,63,29357,29357,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
120,7/15/25 10:37,Puff,86,86,80,80,80,80,42,346.1,78,29360,29360,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
121,7/15/25 10:37,Puff,81,81,78,78,78,78,43,354.3,54,29359,29359,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
122,7/15/25 10:37,Puff,63,63,64,64,64,64,42,362.2,79,29352,29352,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
123,7/15/25 10:37,Puff,86,86,80,80,80,80,75,312.8,60,29356,29356,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
124,7/15/25 10:37,Puff,87,87,80,80,80,80,67,317.1,99,29359,29359,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
125,7/15/25 10:37,Puff,86,86,80,80,80,80,97,321,96,29357,29357,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
126,7/15/25 10:37,Puff,85,85,80,80,80,80,43,321.6,58,29360,29360,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
127,7/15/25 10:37,Puff,85,85,80,80,80,80,83,324.7,58,29363,29363,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
128,7/15/25 10:37,Puff,63,63,64,64,64,64,73,325.9,94,29365,29365,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
129,7/15/25 10:37,Puff,86,86,80,80,80,80,94,326.8,57,29367,29367,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
130,7/15/25 10:37,Puff,80,80,78,78,78,78,45,327.5,95,29368,29368,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
131,7/15/25 10:37,Puff,85,85,80,80,80,80,60,325.9,44,29364,29364,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
132,7/15/25 10:37,Puff,85,85,80,80,80,80,71,252.2,75,29364,29364,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
133,7/15/25 10:37,Puff,86,86,78,78,78,78,59,246.9,77,29364,29364,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
134,7/15/25 10:37,Puff,77,77,73,73,73,73,83,244.3,83,29371,29371,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
135,7/15/25 10:37,Puff,85,85,80,80,80,80,48,237,95,29372,29372,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
136,7/15/25 10:37,Puff,85,85,80,80,80,80,57,233.3,51,29371,29371,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
137,7/15/25 10:37,Puff,85,85,80,80,80,80,60,229.6,42,29373,29373,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
138,7/15/25 10:37,Puff,81,81,77,77,77,77,56,227.2,86,29373,29373,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
139,7/15/25 10:38,Puff,94,94,74,74,74,74,57,191.2,93,29373,29373,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
140,7/15/25 10:38,Puff,75,75,80,80,80,80,95,182.9,90,29375,29375,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
141,7/15/25 10:38,Puff,85,85,80,80,80,80,43,178.6,49,29367,29367,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
142,7/15/25 10:38,Puff,82,82,80,80,80,80,97,175.3,52,29366,29366,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
143,7/15/25 10:38,Puff,83,83,80,80,80,80,61,173,97,29364,29364,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
144,7/15/25 10:38,Puff,87,87,80,80,80,80,80,170.8,47,29367,29367,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
145,7/15/25 10:38,Puff,81,81,77,77,77,77,53,169.8,85,29367,29367,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
146,7/15/25 10:38,Puff,86,86,81,81,81,81,54,168.3,98,29367,29367,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
147,7/15/25 10:38,Puff,85,85,81,81,81,81,100,165.6,98,29367,29367,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
148,7/15/25 10:38,Puff,90,90,80,80,80,80,46,131,62,29362,29362,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
149,7/15/25 10:38,Puff,83,83,80,80,80,80,56,128.1,72,29366,29366,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
150,7/15/25 10:38,Puff,85,85,78,78,78,78,44,124.5,87,29366,29366,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
151,7/15/25 10:38,Puff,77,77,74,74,74,74,61,124.5,91,29368,29368,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
152,7/15/25 10:36,Puff,83,83,80,80,80,80,68,199.5,76,29299,29299,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
153,7/15/25 10:36,Puff,80,80,78,78,78,78,54,207,41,29285,29285,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
154,7/15/25 10:36,Puff,78,78,77,77,77,77,41,224.4,75,29301,29301,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
155,7/15/25 10:36,Puff,84,84,80,80,80,80,50,240.5,77,29312,29312,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
156,7/15/25 10:36,Puff,86,86,77,77,77,77,59,255.4,40,29324,29324,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
157,7/15/25 10:36,Puff,84,84,80,80,80,80,78,269.5,40,29335,29335,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
158,7/15/25 10:36,Puff,84,84,80,80,80,80,100,246,51,29336,29336,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
159,7/15/25 10:36,Puff,86,86,80,80,80,80,48,262.3,83,29341,29341,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
160,7/15/25 10:36,Puff,80,80,102,102,102,102,97,275.2,100,29341,29341,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
161,7/15/25 10:36,Puff,86,86,80,80,80,80,82,287.2,89,29348,29348,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
162,7/15/25 10:36,Puff,85,85,77,77,77,77,97,299.3,55,29349,29349,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
163,7/15/25 10:36,Puff,46,46,48,48,48,48,93,312.2,100,29352,29352,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
164,7/15/25 10:36,Puff,86,86,80,80,80,80,84,324.1,40,29357,29357,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
165,7/15/25 10:37,Puff,85,85,82,82,82,82,62,301.2,82,29363,29363,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
166,7/15/25 10:37,Puff,57,57,54,54,54,54,50,310.5,51,29362,29362,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
167,7/15/25 10:37,Puff,85,85,80,80,80,80,47,321,75,29362,29362,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
168,7/15/25 10:37,Puff,89,89,80,80,80,80,71,327.2,94,29356,29356,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
169,7/15/25 10:37,Puff,89,89,81,81,81,81,50,338.2,53,29357,29357,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
170,7/15/25 10:37,Puff,86,86,80,80,80,80,100,346.1,82,29360,29360,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
171,7/15/25 10:37,Puff,81,81,78,78,78,78,96,354.3,94,29359,29359,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
172,7/15/25 10:37,Puff,63,63,64,64,64,64,78,362.2,69,29352,29352,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
173,7/15/25 10:37,Puff,86,86,80,80,80,80,96,312.8,95,29356,29356,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
174,7/15/25 10:37,Puff,87,87,80,80,80,80,54,317.1,68,29359,29359,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
175,7/15/25 10:37,Puff,86,86,80,80,80,80,92,321,78,29357,29357,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
176,7/15/25 10:37,Puff,85,85,80,80,80,80,99,321.6,88,29360,29360,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
177,7/15/25 10:37,Puff,85,85,80,80,80,80,75,324.7,48,29363,29363,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
178,7/15/25 10:37,Puff,63,63,64,64,64,64,48,325.9,86,29365,29365,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
179,7/15/25 10:37,Puff,86,86,80,80,80,80,72,326.8,43,29367,29367,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
180,7/15/25 10:37,Puff,80,80,78,78,78,78,65,327.5,46,29368,29368,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
181,7/15/25 10:37,Puff,85,85,80,80,80,80,78,325.9,94,29364,29364,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
182,7/15/25 10:37,Puff,85,85,80,80,80,80,79,252.2,97,29364,29364,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
183,7/15/25 10:37,Puff,86,86,78,78,78,78,55,246.9,97,29364,29364,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
184,7/15/25 10:37,Puff,77,77,73,73,73,73,43,244.3,99,29371,29371,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
185,7/15/25 10:37,Puff,85,85,80,80,80,80,89,237,73,29372,29372,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
186,7/15/25 10:37,Puff,85,85,80,80,80,80,94,233.3,40,29371,29371,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
187,7/15/25 10:37,Puff,85,85,80,80,80,80,80,229.6,74,29373,29373,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
188,7/15/25 10:37,Puff,81,81,77,77,77,77,79,227.2,72,29373,29373,24,36,"[1,2,3,4,5,6,7]",Cresol,2,12
