SNO,Timestamp,Phase,Heater_Profile,Heater_Temparature,MQ136,MQ138_A,MQ138_B,BME688_D,BME688_C,TGS2602,SPEC,Alpha_PID,Temp,Hum,ActiveSensorsArray,VOC_Activated,Concentration,Distance
33,7/15/25 12:11,Pre-Puff,HP501,360,64,1827,1882,1340,1189,0.944,627,1125,27.09,48,"1,2,3,4,5,6,7,8",Toluene,0,0
34,7/15/25 12:11,Pre-Puff,HP501,370,58,1774,1827,1477,1288,0.9547,599,1171,23.99,48,"1,2,3,4,5,6,7,8",Toluene,0,0
35,7/15/25 12:11,Pre-Puff,HP501,380,64,1775,1811,1344,1291,0.9281,637,1152,25.63,50,"1,2,3,4,5,6,7,8",Toluene,0,0
36,7/15/25 12:11,Pre-Puff,HP501,390,61,1776,1829,1464,1200,0.9044,615,1148,22.9,48,"1,2,3,4,5,6,7,8",Toluene,0,0
37,7/15/25 12:12,Pre-Puff,HP501,400,63,1688,1739,1475,1219,0.9289,619,1154,27.14,51,"1,2,3,4,5,6,7,8",Toluene,0,0
38,7/15/25 12:12,Pre-Puff,HP501,410,55,1734,1786,1411,1167,0.9074,554,1124,26.97,51,"1,2,3,4,5,6,7,8",Toluene,0,0
39,7/15/25 12:12,Pre-Puff,HP501,420,56,1750,1785,1476,1312,0.9001,605,1204,25.49,48,"1,2,3,4,5,6,7,8",Toluene,0,0
40,7/15/25 12:12,Pre-Puff,HP501,430,64,1854,1891,1218,1229,0.9715,674,1184,25.13,51,"1,2,3,4,5,6,7,8",Toluene,0,0
41,7/15/25 12:12,Pre-Puff,HP501,440,56,1689,1723,1252,1167,1.0038,630,1239,26.09,49,"1,2,3,4,5,6,7,8",Toluene,0,0
42,7/15/25 12:12,Pre-Puff,HP501,440,64,1874,1930,1391,1274,0.9822,605,1180,23.45,50,"1,2,3,4,5,6,7,8",Toluene,0,0
43,7/15/25 12:12,Pre-Puff,HP501,440,60,1812,1848,1301,1238,0.9944,643,1231,27.24,49,"1,2,3,4,5,6,7,8",Toluene,0,0
44,7/15/25 12:12,Pre-Puff,HP501,440,59,1775,1828,1419,1308,0.9008,598,1119,25.65,50,"1,2,3,4,5,6,7,8",Toluene,0,0
45,7/15/25 12:12,Pre-Puff,HP501,440,63,1787,1841,1376,1180,0.9601,553,1140,25.49,49,"1,2,3,4,5,6,7,8",Toluene,0,0
46,7/15/25 12:12,Pre-Puff,HP501,440,64,1682,1716,1464,1164,0.9599,580,1115,23.67,50,"1,2,3,4,5,6,7,8",Toluene,0,0
47,7/15/25 12:12,Pre-Puff,HP501,440,65,1797,1851,1255,1133,0.9963,573,1198,24.87,51,"1,2,3,4,5,6,7,8",Toluene,0,0
48,7/15/25 12:12,Pre-Puff,HP501,440,61,1760,1813,1283,1146,0.9011,565,1140,25.7,48,"1,2,3,4,5,6,7,8",Toluene,0,0
49,7/15/25 12:12,Pre-Puff,HP501,440,57,1799,1835,1275,1169,0.9738,557,1171,24.29,50,"1,2,3,4,5,6,7,8",Toluene,0,0
50,7/15/25 12:12,Pre-Puff,HP501,440,55,1873,1910,1407,1151,0.952,589,1221,26.08,48,"1,2,3,4,5,6,7,8",Toluene,0,0
51,7/15/25 12:12,Pre-Puff,HP501,440,55,1852,1889,1276,1083,0.9325,551,1137,25.1,51,"1,2,3,4,5,6,7,8",Toluene,0,0
52,7/15/25 12:12,Pre-Puff,HP501,440,59,1859,1915,1416,1139,0.9237,558,1234,26.85,51,"1,2,3,4,5,6,7,8",Toluene,0,0
53,7/15/25 12:12,Pre-Puff,HP501,440,55,1733,1785,1301,1123,0.9938,660,1154,25.92,48,"1,2,3,4,5,6,7,8",Toluene,0,0
54,7/15/25 12:12,Pre-Puff,HP501,440,60,1834,1871,1458,1207,1.0079,672,1133,24.36,51,"1,2,3,4,5,6,7,8",Toluene,0,0
55,7/15/25 12:12,Pre-Puff,HP501,440,57,1715,1766,1394,1271,0.9131,603,1162,23.57,50,"1,2,3,4,5,6,7,8",Toluene,0,0
56,7/15/25 12:12,Pre-Puff,HP501,440,64,1863,1919,1241,1093,0.9185,608,1183,25.91,48,"1,2,3,4,5,6,7,8",Toluene,0,0
57,7/15/25 12:12,Pre-Puff,HP501,440,58,1803,1839,1230,1089,0.9138,672,1212,26.62,50,"1,2,3,4,5,6,7,8",Toluene,0,0
58,7/15/25 12:12,Pre-Puff,HP501,440,58,1804,1840,1362,1127,0.9233,642,1211,23.61,50,"1,2,3,4,5,6,7,8",Toluene,0,0
59,7/15/25 12:12,Pre-Puff,HP501,440,64,1710,1744,1358,1252,0.9056,661,1115,25.17,51,"1,2,3,4,5,6,7,8",Toluene,0,0
60,7/15/25 12:12,Pre-Puff,HP501,440,55,1711,1745,1343,1177,1.0038,622,1198,26.48,51,"1,2,3,4,5,6,7,8",Toluene,0,0
61,7/15/25 12:13,Puff,HP501,40,84,1710,1744,1281,1128,0.9158,626,1137,27.19,48,"1,2,3,4,5,6,7,8",Toluene,10,15
62,7/15/25 12:13,Puff,HP501,50,83,1809,1863,1207,1235,0.9405,645,1170,23.18,51,"1,2,3,4,5,6,7,8",Toluene,10,15
63,7/15/25 12:13,Puff,HP501,60,80,1735,1787,1470,1255,0.96,595,1228,27.14,50,"1,2,3,4,5,6,7,8",Toluene,10,15
64,7/15/25 12:13,Puff,HP501,70,81,1806,1842,1298,1270,0.9392,551,1129,23.28,49,"1,2,3,4,5,6,7,8",Toluene,10,15
65,7/15/25 12:13,Puff,HP501,80,94,1870,1926,1474,1192,0.9722,551,1226,26.14,50,"1,2,3,4,5,6,7,8",Toluene,10,15
66,7/15/25 12:13,Puff,HP501,90,95,1873,1910,1362,1088,0.968,656,1216,24,48,"1,2,3,4,5,6,7,8",Toluene,10,15
67,7/15/25 12:13,Puff,HP501,100,85,1681,1731,1415,1301,0.9325,561,1183,24.2,50,"1,2,3,4,5,6,7,8",Toluene,10,15
68,7/15/25 12:13,Puff,HP501,110,95,1808,1844,1256,1309,0.9484,596,1186,26.97,51,"1,2,3,4,5,6,7,8",Toluene,10,15
69,7/15/25 12:13,Puff,HP501,120,83,1789,1843,1480,1149,1.0037,600,1218,27.11,49,"1,2,3,4,5,6,7,8",Toluene,10,15
70,7/15/25 12:13,Puff,HP501,130,89,1765,1800,1381,1089,0.9987,627,1222,27.23,51,"1,2,3,4,5,6,7,8",Toluene,10,15
71,7/15/25 12:13,Puff,HP501,140,96,1847,1902,1329,1260,0.9883,622,1159,26.15,50,"1,2,3,4,5,6,7,8",Toluene,10,15
72,7/15/25 12:13,Puff,HP501,150,89,1680,1714,1218,1086,1.0095,638,1181,23.98,48,"1,2,3,4,5,6,7,8",Toluene,10,15
73,7/15/25 12:13,Puff,HP501,160,90,1870,1907,1322,1186,0.9476,634,1149,26.05,49,"1,2,3,4,5,6,7,8",Toluene,10,15
74,7/15/25 12:14,Puff,HP501,170,98,1822,1858,1210,1087,0.9919,591,1166,22.24,50,"1,2,3,4,5,6,7,8",Toluene,10,15
75,7/15/25 12:14,Puff,HP501,180,94,1680,1714,1351,1254,0.985,580,1177,27.02,51,"1,2,3,4,5,6,7,8",Toluene,10,15
76,7/15/25 12:14,Puff,HP501,190,88,1736,1771,1282,1221,1.0039,648,1217,22.48,49,"1,2,3,4,5,6,7,8",Toluene,10,15
77,7/15/25 12:14,Puff,HP501,200,86,1816,1852,1411,1236,0.9323,578,1233,24.54,48,"1,2,3,4,5,6,7,8",Toluene,10,15
78,7/15/25 12:14,Puff,HP501,210,97,1689,1723,1305,1179,0.9962,662,1223,23.1,49,"1,2,3,4,5,6,7,8",Toluene,10,15
79,7/15/25 12:14,Puff,HP501,220,98,1822,1858,1321,1291,0.9533,619,1230,22.9,51,"1,2,3,4,5,6,7,8",Toluene,10,15
80,7/15/25 12:14,Puff,HP501,230,91,1875,1913,1394,1270,0.9259,566,1158,26.64,49,"1,2,3,4,5,6,7,8",Toluene,10,15
81,7/15/25 12:14,Puff,HP501,240,88,1761,1814,1276,1301,0.9099,589,1218,24.75,48,"1,2,3,4,5,6,7,8",Toluene,10,15
82,7/15/25 12:14,Puff,HP501,250,87,1846,1901,1374,1291,1.0058,604,1228,26.28,50,"1,2,3,4,5,6,7,8",Toluene,10,15
83,7/15/25 12:14,Puff,HP501,260,97,1869,1906,1205,1242,0.9405,644,1179,25.1,51,"1,2,3,4,5,6,7,8",Toluene,10,15
84,7/15/25 12:14,Puff,HP501,270,98,1719,1771,1328,1258,0.9007,666,1143,26.13,50,"1,2,3,4,5,6,7,8",Toluene,10,15
85,7/15/25 12:14,Puff,HP501,280,82,1723,1775,1371,1194,0.9015,579,1222,22.3,51,"1,2,3,4,5,6,7,8",Toluene,10,15
86,7/15/25 12:14,Puff,HP501,290,90,1751,1786,1320,1214,0.9106,617,1177,23.67,49,"1,2,3,4,5,6,7,8",Toluene,10,15
87,7/15/25 12:14,Puff,HP501,300,87,1764,1817,1336,1262,0.9601,647,1178,26.6,49,"1,2,3,4,5,6,7,8",Toluene,10,15
88,7/15/25 12:14,Puff,HP501,310,88,1773,1808,1396,1300,1.0076,590,1136,25.48,48,"1,2,3,4,5,6,7,8",Toluene,10,15
89,7/15/25 12:14,Puff,HP501,320,88,1842,1897,1224,1270,0.9702,648,1220,27.51,49,"1,2,3,4,5,6,7,8",Toluene,10,15
90,7/15/25 12:14,Puff,HP501,330,89,1757,1810,1424,1247,0.9348,653,1235,23.92,50,"1,2,3,4,5,6,7,8",Toluene,10,15
91,7/15/25 12:14,Puff,HP501,340,91,1869,1925,1269,1224,0.9768,614,1144,23.3,51,"1,2,3,4,5,6,7,8",Toluene,10,15
92,7/15/25 12:14,Puff,HP501,350,80,1716,1767,1455,1244,0.9843,632,1186,23.36,50,"1,2,3,4,5,6,7,8",Toluene,10,15
93,7/15/25 12:14,Puff,HP501,360,91,1802,1856,1410,1311,0.9837,575,1209,24.19,48,"1,2,3,4,5,6,7,8",Toluene,10,15
94,7/15/25 12:14,Puff,HP501,370,88,1728,1780,1368,1117,1.0069,598,1234,24.31,50,"1,2,3,4,5,6,7,8",Toluene,10,15
95,7/15/25 12:14,Puff,HP501,380,91,1824,1860,1238,1194,0.9367,658,1132,27.25,48,"1,2,3,4,5,6,7,8",Toluene,10,15
96,7/15/25 12:14,Puff,HP501,390,92,1818,1854,1407,1194,0.9147,679,1210,26.17,50,"1,2,3,4,5,6,7,8",Toluene,10,15
97,7/15/25 12:15,Puff,HP501,400,82,1702,1736,1447,1140,0.9932,666,1207,27.72,50,"1,2,3,4,5,6,7,8",Toluene,10,15
98,7/15/25 12:15,Puff,HP501,410,81,1828,1883,1266,1141,0.9613,665,1133,25.93,49,"1,2,3,4,5,6,7,8",Toluene,10,15
99,7/15/25 12:15,Puff,HP501,420,80,1840,1895,1384,1217,0.9293,642,1162,25.35,49,"1,2,3,4,5,6,7,8",Toluene,10,15
100,7/15/25 12:15,Puff,HP501,430,88,1704,1755,1222,1285,0.9027,611,1197,26.48,49,"1,2,3,4,5,6,7,8",Toluene,10,15
101,7/15/25 12:15,Puff,HP501,440,93,1873,1910,1406,1169,0.9441,573,1116,26.83,49,"1,2,3,4,5,6,7,8",Toluene,10,15
102,7/15/25 12:15,Puff,HP501,440,91,1843,1898,1252,1136,1.0196,676,1137,22.54,48,"1,2,3,4,5,6,7,8",Toluene,10,15
103,7/15/25 12:15,Puff,HP501,440,96,1751,1786,1450,1313,0.9073,638,1204,26.15,48,"1,2,3,4,5,6,7,8",Toluene,10,15
104,7/15/25 12:15,Puff,HP501,440,86,1743,1778,1241,1238,1.0061,599,1153,27.56,48,"1,2,3,4,5,6,7,8",Toluene,10,15
105,7/15/25 12:15,Puff,HP501,440,83,1823,1859,1387,1152,0.92,653,1138,26.69,50,"1,2,3,4,5,6,7,8",Toluene,10,15
106,7/15/25 12:15,Puff,HP501,440,82,1696,1730,1216,1256,0.9884,637,1222,25.66,51,"1,2,3,4,5,6,7,8",Toluene,10,15
107,7/15/25 12:15,Puff,HP501,440,97,1863,1919,1387,1275,0.9232,651,1192,22.97,48,"1,2,3,4,5,6,7,8",Toluene,10,15
108,7/15/25 12:15,Puff,HP501,440,94,1744,1779,1261,1280,0.9428,595,1126,24.94,51,"1,2,3,4,5,6,7,8",Toluene,10,15
109,7/15/25 12:15,Puff,HP501,440,84,1700,1734,1381,1155,0.9972,647,1152,25.27,51,"1,2,3,4,5,6,7,8",Toluene,10,15
110,7/15/25 12:15,Puff,HP501,440,92,1771,1806,1386,1096,1.0066,564,1190,22.96,49,"1,2,3,4,5,6,7,8",Toluene,10,15
111,7/15/25 12:15,Puff,HP501,440,89,1879,1917,1316,1122,0.929,611,1133,26.59,50,"1,2,3,4,5,6,7,8",Toluene,10,15
112,7/15/25 12:15,Puff,HP501,440,96,1727,1762,1449,1222,0.9476,677,1223,23.16,51,"1,2,3,4,5,6,7,8",Toluene,10,15
113,7/15/25 12:15,Puff,HP501,440,89,1697,1748,1325,1199,0.9243,567,1165,27.64,49,"1,2,3,4,5,6,7,8",Toluene,10,15
114,7/15/25 12:15,Puff,HP501,440,95,1729,1781,1433,1130,0.9663,647,1199,24.01,49,"1,2,3,4,5,6,7,8",Toluene,10,15
115,7/15/25 12:15,Puff,HP501,440,91,1847,1902,1263,1103,0.9096,613,1225,23.42,51,"1,2,3,4,5,6,7,8",Toluene,10,15
116,7/15/25 12:15,Puff,HP501,440,88,1767,1820,1250,1265,1.0138,626,1148,26.79,48,"1,2,3,4,5,6,7,8",Toluene,10,15
117,7/15/25 12:15,Puff,HP501,440,98,1796,1850,1390,1275,0.9424,675,1142,23.71,49,"1,2,3,4,5,6,7,8",Toluene,10,15
118,7/15/25 12:15,Puff,HP501,440,89,1861,1898,1401,1189,1.0015,658,1166,24.2,51,"1,2,3,4,5,6,7,8",Toluene,10,15
119,7/15/25 12:15,Puff,HP501,440,96,1768,1821,1416,1274,0.9432,567,1165,22.93,49,"1,2,3,4,5,6,7,8",Toluene,10,15
120,7/15/25 12:15,Puff,HP501,440,94,1880,1918,1417,1185,0.9993,633,1200,23.46,50,"1,2,3,4,5,6,7,8",Toluene,10,15
121,7/15/25 12:16,Puff,HP501,440,87,1822,1877,1245,1260,0.9862,677,1193,25.45,49,"1,2,3,4,5,6,7,8",Toluene,10,15
122,7/15/25 12:16,Puff,HP501,440,96,1741,1793,1353,1228,0.9966,656,1141,24.5,48,"1,2,3,4,5,6,7,8",Toluene,10,15
123,7/15/25 12:16,Puff,HP501,440,90,1853,1909,1296,1171,0.9625,582,1211,24.86,48,"1,2,3,4,5,6,7,8",Toluene,10,15
124,7/15/25 12:16,Puff,HP501,440,94,1821,1876,1332,1132,0.9005,596,1236,22.76,48,"1,2,3,4,5,6,7,8",Toluene,10,15
125,7/15/25 12:16,Puff,HP501,440,98,1880,1918,1476,1187,0.9893,624,1116,26.94,48,"1,2,3,4,5,6,7,8",Toluene,10,15
126,7/15/25 12:16,Puff,HP501,440,95,1864,1920,1294,1214,0.9259,608,1150,26.35,51,"1,2,3,4,5,6,7,8",Toluene,10,15
127,7/15/25 12:16,Puff,HP501,440,91,1838,1893,1259,1223,0.9837,616,1122,22.36,48,"1,2,3,4,5,6,7,8",Toluene,10,15
128,7/15/25 12:16,Puff,HP501,440,82,1796,1850,1415,1122,0.9421,595,1172,25.68,50,"1,2,3,4,5,6,7,8",Toluene,10,15
129,7/15/25 12:16,Puff,HP501,440,84,1827,1864,1315,1249,0.9948,666,1126,26.62,51,"1,2,3,4,5,6,7,8",Toluene,10,15
130,7/15/25 12:16,Puff,HP501,440,96,1853,1909,1285,1217,0.9948,603,1136,22.92,49,"1,2,3,4,5,6,7,8",Toluene,10,15
131,7/15/25 12:16,Puff,HP501,440,81,1836,1891,1278,1242,0.934,571,1171,25.52,51,"1,2,3,4,5,6,7,8",Toluene,10,15
132,7/15/25 12:16,Puff,HP501,440,95,1840,1895,1203,1140,0.9444,661,1220,23.95,50,"1,2,3,4,5,6,7,8",Toluene,10,15
133,7/15/25 12:16,Puff,HP501,440,84,1806,1842,1426,1115,0.9073,615,1153,24.88,51,"1,2,3,4,5,6,7,8",Toluene,10,15
134,7/15/25 12:16,Puff,HP501,440,94,1796,1850,1219,1281,0.9911,648,1150,27.74,49,"1,2,3,4,5,6,7,8",Toluene,10,15
135,7/15/25 12:16,Puff,HP501,440,86,1724,1776,1340,1173,0.9879,641,1161,26.91,49,"1,2,3,4,5,6,7,8",Toluene,10,15
136,7/15/25 12:16,Puff,HP501,440,89,1851,1907,1417,1246,1.0014,550,1153,23.74,50,"1,2,3,4,5,6,7,8",Toluene,10,15
137,7/15/25 12:16,Puff,HP501,440,98,1805,1841,1445,1141,0.9506,579,1194,27.42,49,"1,2,3,4,5,6,7,8",Toluene,10,15
138,7/15/25 12:16,Puff,HP501,440,84,1757,1792,1417,1314,0.9148,670,1145,25.09,49,"1,2,3,4,5,6,7,8",Toluene,10,15
139,7/15/25 12:16,Puff,HP501,440,92,1858,1895,1244,1235,0.96,638,1140,26.39,49,"1,2,3,4,5,6,7,8",Toluene,10,15
140,7/15/25 12:16,Puff,HP501,440,98,1753,1788,1293,1300,0.9449,632,1236,27.16,51,"1,2,3,4,5,6,7,8",Toluene,10,15
141,7/15/25 12:16,Puff,HP501,440,80,1755,1808,1305,1100,0.9042,579,1170,22.39,50,"1,2,3,4,5,6,7,8",Toluene,10,15
142,7/15/25 12:16,Puff,HP501,440,95,1833,1888,1478,1121,1.0068,593,1137,22.97,50,"1,2,3,4,5,6,7,8",Toluene,10,15
143,7/15/25 12:16,Puff,HP501,440,90,1727,1779,1462,1236,1.0024,575,1173,25.03,51,"1,2,3,4,5,6,7,8",Toluene,10,15
144,7/15/25 12:16,Puff,HP501,440,89,1727,1779,1204,1243,0.9992,680,1160,24.88,51,"1,2,3,4,5,6,7,8",Toluene,10,15
145,7/15/25 12:17,Puff,HP501,440,91,1856,1893,1456,1150,0.9166,634,1177,23.76,51,"1,2,3,4,5,6,7,8",Toluene,10,15
146,7/15/25 12:17,Puff,HP501,440,95,1779,1815,1410,1159,0.9014,563,1150,25.38,50,"1,2,3,4,5,6,7,8",Toluene,10,15
147,7/15/25 12:17,Puff,HP501,440,96,1797,1833,1209,1139,0.9635,634,1155,23.46,49,"1,2,3,4,5,6,7,8",Toluene,10,15
148,7/15/25 12:17,Puff,HP501,440,92,1683,1717,1438,1178,0.9893,645,1144,25.71,48,"1,2,3,4,5,6,7,8",Toluene,10,15
149,7/15/25 12:17,Puff,HP501,440,90,1808,1844,1360,1266,0.967,592,1149,25.18,50,"1,2,3,4,5,6,7,8",Toluene,10,15
150,7/15/25 12:17,Puff,HP501,440,87,1826,1881,1370,1120,0.9272,650,1170,25.92,50,"1,2,3,4,5,6,7,8",Toluene,10,15
151,7/15/25 12:17,Puff,HP501,440,86,1867,1923,1208,1313,0.9818,651,1172,22.39,50,"1,2,3,4,5,6,7,8",Toluene,10,15
152,7/15/25 12:17,Puff,HP501,440,84,1771,1806,1300,1238,0.9903,578,1146,25.54,49,"1,2,3,4,5,6,7,8",Toluene,10,15
153,7/15/25 12:17,Puff,HP501,440,92,1800,1836,1284,1114,0.9563,648,1175,27.25,50,"1,2,3,4,5,6,7,8",Toluene,10,15
154,7/15/25 12:17,Puff,HP501,440,92,1828,1883,1479,1253,0.9381,558,1136,27.71,49,"1,2,3,4,5,6,7,8",Toluene,10,15
155,7/15/25 12:17,Puff,HP501,440,86,1688,1722,1458,1162,0.9686,662,1181,24.35,49,"1,2,3,4,5,6,7,8",Toluene,10,15
156,7/15/25 12:17,Puff,HP501,440,95,1880,1918,1396,1122,1.0022,657,1223,25.42,50,"1,2,3,4,5,6,7,8",Toluene,10,15
157,7/15/25 12:17,Puff,HP501,440,93,1804,1858,1264,1145,0.9893,640,1161,23.4,50,"1,2,3,4,5,6,7,8",Toluene,10,15
158,7/15/25 12:17,Puff,HP501,440,80,1750,1803,1384,1102,0.9086,605,1156,24.57,48,"1,2,3,4,5,6,7,8",Toluene,10,15
159,7/15/25 12:17,Puff,HP501,440,88,1876,1932,1461,1311,0.9023,596,1228,23.14,49,"1,2,3,4,5,6,7,8",Toluene,10,15
160,7/15/25 12:17,Puff,HP501,440,93,1744,1796,1205,1233,0.962,671,1142,22.39,49,"1,2,3,4,5,6,7,8",Toluene,10,15
161,7/15/25 12:17,Puff,HP501,440,90,1874,1911,1326,1105,0.9313,586,1198,23.78,51,"1,2,3,4,5,6,7,8",Toluene,10,15
162,7/15/25 12:17,Puff,HP501,440,85,1751,1786,1465,1192,0.916,677,1121,24.17,50,"1,2,3,4,5,6,7,8",Toluene,10,15
163,7/15/25 12:17,Puff,HP501,440,88,1786,1822,1472,1108,0.997,602,1171,24.08,51,"1,2,3,4,5,6,7,8",Toluene,10,15
164,7/15/25 12:17,Puff,HP501,440,91,1737,1789,1462,1259,0.9281,641,1167,23.05,48,"1,2,3,4,5,6,7,8",Toluene,10,15
165,7/15/25 12:17,Puff,HP501,440,85,1833,1888,1261,1256,0.9572,625,1200,27.46,51,"1,2,3,4,5,6,7,8",Toluene,10,15
166,7/15/25 12:17,Puff,HP501,440,81,1842,1879,1444,1300,0.9965,581,1238,27.2,49,"1,2,3,4,5,6,7,8",Toluene,10,15
167,7/15/25 12:17,Puff,HP501,440,92,1778,1814,1389,1145,0.9481,581,1212,26.46,48,"1,2,3,4,5,6,7,8",Toluene,10,15
168,7/15/25 12:17,Puff,HP501,440,96,1876,1914,1232,1170,0.9254,622,1153,26.86,50,"1,2,3,4,5,6,7,8",Toluene,10,15
169,7/15/25 12:18,Puff,HP501,440,91,1797,1851,1229,1298,0.9235,618,1207,26.68,48,"1,2,3,4,5,6,7,8",Toluene,10,15
170,7/15/25 12:18,Puff,HP501,440,88,1782,1835,1226,1288,0.9777,653,1148,24.6,51,"1,2,3,4,5,6,7,8",Toluene,10,15
171,7/15/25 12:18,Puff,HP501,440,86,1824,1879,1423,1091,0.929,590,1188,25.99,48,"1,2,3,4,5,6,7,8",Toluene,10,15
172,7/15/25 12:18,Puff,HP503,40,95,1880,1918,1479,1307,0.9163,631,1177,26.77,49,"1,2,3,4,5,6,7,8",Toluene,10,15
173,7/15/25 12:18,Puff,HP503,50,80,1857,1894,1394,1167,0.9666,601,1200,24.39,49,"1,2,3,4,5,6,7,8",Toluene,10,15
