SNO,Timestamp,Phase,MQ136_A,MQ136_B,MQ136_C,MQ138_A,MQ138_B,MQ138_C,BME688_HP501,BME688_HP503,BME688_HP322,TGS2602_A,TGS2602_B,Temp,Hum,ActiveSensorsArray,VOC_Activated,Concentration,Distance
31,7/16/25 12:14,Puff,668,661,685,1669,1673,1682,1179,1386,1283,1744,1746,23.3,51,"1,2,3,4,5,6,7,8",Toluene,10,15
32,7/16/25 12:14,Puff,615,622,625,1648,1670,1728,1217,1453,1335,1773,1753,23.36,50,"1,2,3,4,5,6,7,8",Toluene,10,15
33,7/16/25 12:14,Puff,632,623,650,1745,1641,1746,1195,1399,1297,1656,1715,24.19,48,"1,2,3,4,5,6,7,8",Toluene,10,15
34,7/16/25 12:14,Puff,656,683,673,1674,1651,1633,1235,1460,1348,1651,1732,24.31,50,"1,2,3,4,5,6,7,8",Toluene,10,15
35,7/16/25 12:14,Puff,670,618,652,1753,1729,1743,1193,1430,1312,1754,1650,27.25,48,"1,2,3,4,5,6,7,8",Toluene,10,15
36,7/16/25 12:14,Puff,614,652,677,1622,1650,1695,1111,1402,1257,1736,1749,26.17,50,"1,2,3,4,5,6,7,8",Toluene,10,15
37,7/16/25 12:15,Puff,645,647,669,1701,1698,1673,1219,1509,1364,1706,1717,27.72,50,"1,2,3,4,5,6,7,8",Toluene,10,15
38,7/16/25 12:15,Puff,685,687,648,1677,1655,1740,1239,1494,1367,1678,1728,25.93,49,"1,2,3,4,5,6,7,8",Toluene,10,15
39,7/16/25 12:15,Puff,631,651,653,1731,1684,1708,1101,1517,1309,1757,1713,25.35,49,"1,2,3,4,5,6,7,8",Toluene,10,15
40,7/16/25 12:15,Puff,637,614,673,1645,1685,1754,1165,1488,1327,1676,1681,26.48,49,"1,2,3,4,5,6,7,8",Toluene,10,15
41,7/16/25 12:15,Puff,671,660,616,1650,1745,1729,1138,1395,1267,1764,1648,26.83,49,"1,2,3,4,5,6,7,8",Toluene,10,15
42,7/16/25 12:15,Puff,644,689,614,1724,1744,1698,1145,1422,1284,1677,1736,22.54,48,"1,2,3,4,5,6,7,8",Toluene,10,15
43,7/16/25 12:15,Puff,657,659,636,1738,1754,1624,1233,1395,1314,1687,1681,26.15,48,"1,2,3,4,5,6,7,8",Toluene,10,15
44,7/16/25 12:15,Puff,618,626,619,1665,1628,1657,1243,1465,1354,1695,1767,27.56,48,"1,2,3,4,5,6,7,8",Toluene,10,15
45,7/16/25 12:15,Puff,667,690,659,1668,1638,1689,1180,1473,1327,1645,1676,26.69,50,"1,2,3,4,5,6,7,8",Toluene,10,15
46,7/16/25 12:15,Puff,617,658,640,1679,1695,1721,1223,1432,1328,1658,1706,25.66,51,"1,2,3,4,5,6,7,8",Toluene,10,15
47,7/16/25 12:15,Puff,612,671,651,1697,1695,1707,1201,1486,1344,1724,1668,22.97,48,"1,2,3,4,5,6,7,8",Toluene,10,15
48,7/16/25 12:15,Puff,630,673,660,1676,1742,1698,1164,1433,1299,1684,1655,24.94,51,"1,2,3,4,5,6,7,8",Toluene,10,15
49,7/16/25 12:15,Puff,642,637,679,1701,1730,1732,1168,1519,1344,1766,1769,25.27,51,"1,2,3,4,5,6,7,8",Toluene,10,15
50,7/16/25 12:15,Puff,675,631,669,1625,1638,1732,1194,1443,1319,1749,1640,22.96,49,"1,2,3,4,5,6,7,8",Toluene,10,15
51,7/16/25 12:15,Puff,677,664,625,1665,1698,1660,1108,1415,1262,1773,1700,26.59,50,"1,2,3,4,5,6,7,8",Toluene,10,15
52,7/16/25 12:15,Puff,625,615,626,1758,1639,1718,1155,1408,1282,1672,1775,23.16,51,"1,2,3,4,5,6,7,8",Toluene,10,15
53,7/16/25 12:15,Puff,615,689,627,1631,1658,1737,1127,1502,1315,1650,1685,27.64,49,"1,2,3,4,5,6,7,8",Toluene,10,15
54,7/16/25 12:15,Puff,626,620,650,1715,1727,1691,1176,1503,1340,1742,1777,24.01,49,"1,2,3,4,5,6,7,8",Toluene,10,15
55,7/16/25 12:15,Puff,675,670,688,1722,1660,1686,1217,1426,1322,1658,1660,23.42,51,"1,2,3,4,5,6,7,8",Toluene,10,15
56,7/16/25 12:15,Puff,667,685,623,1659,1646,1746,1222,1471,1347,1652,1764,26.79,48,"1,2,3,4,5,6,7,8",Toluene,10,15
57,7/16/25 12:15,Puff,675,644,683,1719,1642,1732,1114,1515,1315,1702,1712,23.71,49,"1,2,3,4,5,6,7,8",Toluene,10,15
58,7/16/25 12:15,Puff,618,661,642,1698,1653,1726,1239,1485,1362,1719,1718,24.2,51,"1,2,3,4,5,6,7,8",Toluene,10,15
59,7/16/25 12:15,Puff,633,636,614,1661,1709,1629,1225,1469,1347,1752,1741,22.93,49,"1,2,3,4,5,6,7,8",Toluene,10,15
60,7/16/25 12:15,Puff,674,658,649,1690,1732,1621,1226,1504,1365,1685,1659,23.46,50,"1,2,3,4,5,6,7,8",Toluene,10,15
61,7/16/25 12:16,Puff,610,640,669,1745,1711,1726,1220,1463,1342,1655,1743,25.45,49,"1,2,3,4,5,6,7,8",Toluene,10,15
62,7/16/25 12:16,Puff,677,620,622,1655,1683,1747,1159,1486,1323,1767,1662,24.5,48,"1,2,3,4,5,6,7,8",Toluene,10,15
63,7/16/25 12:16,Puff,615,677,682,1749,1733,1659,1158,1441,1300,1738,1749,24.86,48,"1,2,3,4,5,6,7,8",Toluene,10,15
64,7/16/25 12:16,Puff,638,672,652,1644,1728,1627,1152,1432,1292,1765,1661,22.76,48,"1,2,3,4,5,6,7,8",Toluene,10,15
65,7/16/25 12:16,Puff,667,646,635,1648,1727,1746,1108,1484,1296,1673,1720,26.94,48,"1,2,3,4,5,6,7,8",Toluene,10,15
66,7/16/25 12:16,Puff,625,670,685,1668,1647,1675,1133,1445,1289,1687,1667,26.35,51,"1,2,3,4,5,6,7,8",Toluene,10,15
67,7/16/25 12:16,Puff,650,689,663,1674,1700,1696,1229,1401,1315,1666,1754,22.36,48,"1,2,3,4,5,6,7,8",Toluene,10,15
68,7/16/25 12:16,Puff,681,613,687,1627,1647,1661,1133,1398,1266,1716,1650,25.68,50,"1,2,3,4,5,6,7,8",Toluene,10,15
69,7/16/25 12:16,Puff,672,649,673,1749,1656,1718,1122,1385,1254,1704,1656,26.62,51,"1,2,3,4,5,6,7,8",Toluene,10,15
70,7/16/25 12:16,Puff,625,678,655,1747,1705,1713,1219,1391,1305,1651,1713,22.92,49,"1,2,3,4,5,6,7,8",Toluene,10,15
71,7/16/25 12:16,Puff,652,615,610,1740,1635,1735,1214,1465,1340,1745,1671,25.52,51,"1,2,3,4,5,6,7,8",Toluene,10,15
72,7/16/25 12:16,Puff,669,678,690,1660,1718,1643,1247,1478,1363,1733,1668,23.95,50,"1,2,3,4,5,6,7,8",Toluene,10,15
73,7/16/25 12:16,Puff,677,673,616,1650,1733,1676,1204,1425,1315,1656,1764,24.88,51,"1,2,3,4,5,6,7,8",Toluene,10,15
74,7/16/25 12:16,Puff,659,680,680,1663,1647,1746,1224,1401,1313,1656,1753,27.74,49,"1,2,3,4,5,6,7,8",Toluene,10,15
75,7/16/25 12:16,Puff,655,689,660,1631,1651,1705,1156,1441,1299,1740,1716,26.91,49,"1,2,3,4,5,6,7,8",Toluene,10,15
76,7/16/25 12:16,Puff,685,643,650,1657,1739,1664,1242,1447,1345,1671,1732,23.74,50,"1,2,3,4,5,6,7,8",Toluene,10,15
77,7/16/25 12:16,Puff,679,684,622,1696,1738,1677,1217,1430,1324,1726,1641,27.42,49,"1,2,3,4,5,6,7,8",Toluene,10,15
78,7/16/25 12:16,Puff,690,651,634,1718,1680,1741,1158,1427,1293,1695,1767,25.09,49,"1,2,3,4,5,6,7,8",Toluene,10,15
79,7/16/25 12:16,Puff,649,673,642,1633,1636,1738,1160,1440,1300,1706,1758,26.39,49,"1,2,3,4,5,6,7,8",Toluene,10,15
80,7/16/25 12:16,Puff,650,657,655,1653,1722,1673,1202,1387,1295,1733,1707,27.16,51,"1,2,3,4,5,6,7,8",Toluene,10,15
81,7/16/25 12:16,Puff,613,611,652,1745,1665,1738,1105,1465,1285,1732,1757,22.39,50,"1,2,3,4,5,6,7,8",Toluene,10,15
82,7/16/25 12:16,Puff,644,628,622,1729,1746,1750,1128,1421,1275,1671,1739,22.97,50,"1,2,3,4,5,6,7,8",Toluene,10,15
83,7/16/25 12:16,Puff,627,677,636,1701,1757,1706,1227,1500,1364,1713,1722,25.03,51,"1,2,3,4,5,6,7,8",Toluene,10,15
84,7/16/25 12:16,Puff,664,647,659,1700,1657,1688,1125,1488,1307,1742,1772,24.88,51,"1,2,3,4,5,6,7,8",Toluene,10,15
85,7/16/25 12:17,Puff,670,610,664,1735,1627,1680,1141,1518,1330,1719,1755,23.76,51,"1,2,3,4,5,6,7,8",Toluene,10,15
86,7/16/25 12:17,Puff,645,686,658,1706,1757,1743,1176,1503,1340,1697,1705,25.38,50,"1,2,3,4,5,6,7,8",Toluene,10,15
87,7/16/25 12:17,Puff,684,651,670,1663,1708,1717,1173,1438,1306,1747,1773,23.46,49,"1,2,3,4,5,6,7,8",Toluene,10,15
88,7/16/25 12:17,Puff,651,634,622,1756,1620,1677,1159,1413,1286,1673,1698,25.71,48,"1,2,3,4,5,6,7,8",Toluene,10,15
89,7/16/25 12:17,Puff,668,677,618,1736,1691,1621,1164,1437,1301,1683,1739,25.18,50,"1,2,3,4,5,6,7,8",Toluene,10,15
90,7/16/25 12:17,Puff,669,629,655,1757,1654,1645,1134,1485,1310,1675,1761,25.92,50,"1,2,3,4,5,6,7,8",Toluene,10,15
91,7/16/25 12:17,Puff,628,689,630,1721,1727,1729,1211,1509,1360,1712,1659,22.39,50,"1,2,3,4,5,6,7,8",Toluene,10,15
92,7/16/25 12:17,Puff,670,685,682,1677,1672,1621,1160,1514,1337,1650,1709,25.54,49,"1,2,3,4,5,6,7,8",Toluene,10,15
93,7/16/25 12:17,Puff,689,643,667,1707,1622,1728,1228,1446,1337,1650,1648,27.25,50,"1,2,3,4,5,6,7,8",Toluene,10,15
94,7/16/25 12:17,Puff,681,652,640,1634,1698,1754,1127,1519,1323,1754,1642,27.71,49,"1,2,3,4,5,6,7,8",Toluene,10,15
95,7/16/25 12:17,Puff,671,680,642,1751,1664,1639,1184,1438,1311,1718,1771,24.35,49,"1,2,3,4,5,6,7,8",Toluene,10,15
96,7/16/25 12:17,Puff,614,637,650,1743,1717,1726,1190,1502,1346,1718,1730,25.42,50,"1,2,3,4,5,6,7,8",Toluene,10,15
97,7/16/25 12:17,Puff,616,678,637,1753,1759,1671,1109,1452,1281,1657,1731,23.4,50,"1,2,3,4,5,6,7,8",Toluene,10,15
98,7/16/25 12:17,Puff,675,668,654,1735,1633,1676,1132,1497,1315,1730,1730,24.57,48,"1,2,3,4,5,6,7,8",Toluene,10,15
99,7/16/25 12:17,Puff,690,676,617,1740,1748,1760,1144,1451,1298,1763,1711,23.14,49,"1,2,3,4,5,6,7,8",Toluene,10,15
100,7/16/25 12:17,Puff,648,677,659,1752,1726,1622,1214,1442,1328,1681,1780,22.39,49,"1,2,3,4,5,6,7,8",Toluene,10,15
101,7/16/25 12:17,Puff,671,646,627,1683,1741,1660,1204,1446,1325,1775,1720,23.78,51,"1,2,3,4,5,6,7,8",Toluene,10,15
102,7/16/25 12:17,Puff,643,688,629,1632,1696,1633,1131,1403,1267,1648,1731,24.17,50,"1,2,3,4,5,6,7,8",Toluene,10,15
103,7/16/25 12:17,Puff,662,610,644,1636,1749,1633,1161,1506,1334,1770,1644,24.08,51,"1,2,3,4,5,6,7,8",Toluene,10,15
104,7/16/25 12:17,Puff,683,653,673,1747,1640,1694,1179,1457,1318,1780,1691,23.05,48,"1,2,3,4,5,6,7,8",Toluene,10,15
105,7/16/25 12:17,Puff,650,664,653,1732,1730,1697,1130,1510,1320,1647,1764,27.46,51,"1,2,3,4,5,6,7,8",Toluene,10,15
106,7/16/25 12:17,Puff,668,683,646,1632,1737,1709,1185,1416,1301,1679,1719,27.2,49,"1,2,3,4,5,6,7,8",Toluene,10,15
107,7/16/25 12:17,Puff,639,629,689,1724,1752,1624,1177,1471,1324,1674,1720,26.46,48,"1,2,3,4,5,6,7,8",Toluene,10,15
108,7/16/25 12:17,Puff,681,682,677,1629,1754,1688,1101,1447,1274,1676,1761,26.86,50,"1,2,3,4,5,6,7,8",Toluene,10,15
109,7/16/25 12:18,Puff,661,616,653,1728,1730,1683,1122,1508,1315,1779,1661,26.68,48,"1,2,3,4,5,6,7,8",Toluene,10,15
110,7/16/25 12:18,Puff,650,629,635,1748,1671,1662,1130,1515,1323,1751,1759,24.6,51,"1,2,3,4,5,6,7,8",Toluene,10,15
111,7/16/25 12:18,Puff,674,689,635,1684,1685,1742,1214,1387,1301,1752,1745,25.99,48,"1,2,3,4,5,6,7,8",Toluene,10,15
112,7/16/25 12:18,Puff,654,661,647,1730,1712,1687,1160,1510,1335,1778,1676,26.77,49,"1,2,3,4,5,6,7,8",Toluene,10,15
113,7/16/25 12:18,Puff,687,643,658,1657,1653,1728,1107,1479,1293,1693,1701,24.39,49,"1,2,3,4,5,6,7,8",Toluene,10,15
114,7/16/25 12:18,Puff,667,663,647,1755,1649,1635,1219,1386,1303,1691,1650,24.37,48,"1,2,3,4,5,6,7,8",Toluene,10,15
115,7/16/25 12:18,Puff,668,679,642,1757,1685,1651,1163,1445,1304,1688,1744,27.55,51,"1,2,3,4,5,6,7,8",Toluene,10,15
116,7/16/25 12:18,Puff,660,633,684,1646,1702,1637,1249,1479,1364,1653,1706,25.41,50,"1,2,3,4,5,6,7,8",Toluene,10,15
117,7/16/25 12:18,Puff,629,622,663,1735,1676,1749,1143,1420,1282,1657,1654,24.57,50,"1,2,3,4,5,6,7,8",Toluene,10,15
118,7/16/25 12:18,Puff,624,682,644,1725,1758,1703,1231,1404,1318,1778,1654,27.75,49,"1,2,3,4,5,6,7,8",Toluene,10,15
119,7/16/25 12:18,Puff,686,635,610,1647,1731,1653,1228,1467,1348,1755,1764,26.02,50,"1,2,3,4,5,6,7,8",Toluene,10,15
120,7/16/25 12:18,Puff,629,656,672,1630,1632,1757,1123,1389,1256,1720,1668,26.01,51,"1,2,3,4,5,6,7,8",Toluene,10,15
121,7/16/25 12:18,Puff,633,632,614,1712,1695,1753,1118,1465,1292,1676,1691,25.01,50,"1,2,3,4,5,6,7,8",Toluene,10,15
122,7/16/25 12:18,Puff,666,649,626,1732,1660,1726,1195,1417,1306,1680,1694,26.22,48,"1,2,3,4,5,6,7,8",Toluene,10,15
123,7/16/25 12:18,Puff,690,682,652,1718,1724,1724,1207,1380,1294,1640,1624,27.73,49,"1,2,3,4,5,6,7,8",Toluene,10,15
124,7/16/25 12:18,Puff,659,617,615,1946,2031,1955,1412,1521,1467,1614,1630,24.51,50,"1,2,3,4,5,6,7,8",Toluene,10,10
125,7/16/25 12:18,Puff,618,665,643,2088,1943,1996,1473,1549,1511,1639,1600,25.48,50,"1,2,3,4,5,6,7,8",Toluene,10,10
126,7/16/25 12:18,Puff,651,640,636,2033,2090,2019,1388,1529,1459,1652,1604,25.08,49,"1,2,3,4,5,6,7,8",Toluene,10,10
127,7/16/25 12:18,Puff,649,639,656,1982,2110,1913,1433,1526,1480,1643,1657,26.6,49,"1,2,3,4,5,6,7,8",Toluene,10,10
128,7/16/25 12:18,Puff,656,650,653,2011,1888,1971,1413,1619,1516,1602,1641,22.69,48,"1,2,3,4,5,6,7,8",Toluene,10,10
129,7/16/25 12:18,Puff,623,640,616,2090,1939,2055,1436,1621,1529,1625,1646,25.69,48,"1,2,3,4,5,6,7,8",Toluene,10,10
130,7/16/25 12:18,Puff,625,677,642,1905,1902,2031,1515,1606,1561,1638,1608,26.36,50,"1,2,3,4,5,6,7,8",Toluene,10,10
131,7/16/25 12:18,Puff,668,617,641,1866,2022,1962,1223,1654,1439,1653,1600,26.33,51,"1,2,3,4,5,6,7,8",Toluene,10,10
132,7/16/25 12:18,Puff,632,634,688,2044,2093,2115,1530,1594,1562,1630,1632,24.89,50,"1,2,3,4,5,6,7,8",Toluene,10,10
133,7/16/25 12:19,Puff,636,625,656,2003,1992,2047,1239,1616,1428,1605,1653,25.78,48,"1,2,3,4,5,6,7,8",Toluene,10,10
134,7/16/25 12:19,Puff,657,655,649,1979,1912,1965,1498,1582,1540,1638,1629,22.85,49,"1,2,3,4,5,6,7,8",Toluene,10,10
135,7/16/25 12:19,Puff,638,646,653,1938,1992,2023,1495,1545,1520,1610,1643,22.86,50,"1,2,3,4,5,6,7,8",Toluene,10,10
136,7/16/25 12:19,Puff,687,690,660,2075,2070,1898,1566,1610,1588,1635,1658,27.28,48,"1,2,3,4,5,6,7,8",Toluene,10,10
137,7/16/25 12:19,Puff,611,617,680,2071,1857,1875,1276,1673,1475,1628,1653,25.41,50,"1,2,3,4,5,6,7,8",Toluene,10,10
138,7/16/25 12:19,Puff,625,636,642,1939,2102,2098,1439,1547,1493,1604,1646,22.9,50,"1,2,3,4,5,6,7,8",Toluene,10,10
139,7/16/25 12:19,Puff,683,679,634,1870,1906,2035,1530,1619,1575,1643,1610,26.15,48,"1,2,3,4,5,6,7,8",Toluene,10,10
140,7/16/25 12:19,Puff,655,625,610,1947,2088,1979,1321,1673,1497,1610,1602,27.49,48,"1,2,3,4,5,6,7,8",Toluene,10,10
141,7/16/25 12:19,Puff,690,682,637,2082,1947,1904,1543,1626,1585,1612,1611,22.71,49,"1,2,3,4,5,6,7,8",Toluene,10,10
142,7/16/25 12:19,Puff,683,683,631,1992,1923,2015,1357,1540,1449,1624,1651,22.39,48,"1,2,3,4,5,6,7,8",Toluene,10,10
143,7/16/25 12:19,Puff,610,628,671,2012,1934,1895,1446,1538,1492,1635,1610,27.09,48,"1,2,3,4,5,6,7,8",Toluene,10,10
144,7/16/25 12:19,Puff,630,643,674,2108,1908,1913,1429,1557,1493,1610,1611,23.99,48,"1,2,3,4,5,6,7,8",Toluene,10,10
145,7/16/25 12:19,Puff,648,647,616,2093,2088,1954,1219,1563,1391,1648,1650,25.63,50,"1,2,3,4,5,6,7,8",Toluene,10,10
146,7/16/25 12:19,Puff,631,671,648,2093,1904,2086,1528,1668,1598,1656,1649,22.9,48,"1,2,3,4,5,6,7,8",Toluene,10,10
147,7/16/25 12:19,Puff,633,629,625,1949,1942,1895,1565,1531,1548,1630,1652,27.14,51,"1,2,3,4,5,6,7,8",Toluene,10,10
148,7/16/25 12:19,Puff,686,653,670,2116,2045,2069,1488,1541,1515,1613,1612,26.97,51,"1,2,3,4,5,6,7,8",Toluene,10,10
149,7/16/25 12:19,Puff,685,627,681,1945,2057,2112,1545,1608,1577,1636,1630,25.49,48,"1,2,3,4,5,6,7,8",Toluene,10,10
150,7/16/25 12:19,Puff,646,680,650,2087,1959,1870,1508,1610,1559,1612,1660,25.13,51,"1,2,3,4,5,6,7,8",Toluene,10,10
151,7/16/25 12:19,Puff,666,624,644,1857,2062,1864,1398,1582,1490,1657,1612,26.09,49,"1,2,3,4,5,6,7,8",Toluene,10,10
152,7/16/25 12:19,Puff,632,652,615,1864,2077,2098,1508,1580,1544,1629,1619,23.45,50,"1,2,3,4,5,6,7,8",Toluene,10,10
153,7/16/25 12:19,Puff,624,616,666,2084,1854,1905,1370,1652,1511,1619,1654,27.24,49,"1,2,3,4,5,6,7,8",Toluene,10,10
154,7/16/25 12:19,Puff,674,631,657,1936,1900,1997,1431,1546,1489,1628,1605,25.65,50,"1,2,3,4,5,6,7,8",Toluene,10,10
155,7/16/25 12:19,Puff,674,618,679,2091,1961,1889,1456,1641,1549,1624,1635,25.49,49,"1,2,3,4,5,6,7,8",Toluene,10,10
156,7/16/25 12:20,Puff,686,678,652,1934,1941,2034,1502,1638,1570,1624,1637,23.67,50,"1,2,3,4,5,6,7,8",Toluene,10,10
157,7/16/25 12:20,Puff,634,620,639,1946,1898,1895,1354,1655,1505,1638,1648,24.87,51,"1,2,3,4,5,6,7,8",Toluene,10,10
158,7/16/25 12:20,Puff,612,662,660,1882,2042,1938,1500,1663,1582,1605,1617,25.7,48,"1,2,3,4,5,6,7,8",Toluene,10,10
159,7/16/25 12:20,Puff,644,683,613,1840,2096,1877,1531,1529,1530,1633,1622,24.29,50,"1,2,3,4,5,6,7,8",Toluene,10,10
160,7/16/25 12:20,Puff,611,686,690,1984,2032,2088,1600,1609,1605,1634,1620,26.08,48,"1,2,3,4,5,6,7,8",Toluene,10,10
161,7/16/25 12:20,Puff,681,631,641,1856,1967,2028,1585,1680,1633,1636,1604,25.1,51,"1,2,3,4,5,6,7,8",Toluene,10,10
162,7/16/25 12:20,Puff,626,634,684,2109,1943,1883,1422,1641,1532,1601,1645,26.85,51,"1,2,3,4,5,6,7,8",Toluene,10,10
163,7/16/25 12:20,Puff,650,649,677,1921,1913,1957,1543,1529,1536,1610,1612,25.92,48,"1,2,3,4,5,6,7,8",Toluene,10,10
164,7/16/25 12:20,Puff,687,616,646,1878,2060,1846,1501,1538,1520,1650,1655,24.36,51,"1,2,3,4,5,6,7,8",Toluene,10,10
165,7/16/25 12:20,Puff,638,651,679,1921,1950,2003,1321,1563,1442,1641,1603,23.57,50,"1,2,3,4,5,6,7,8",Toluene,10,10
166,7/16/25 12:20,Puff,630,634,642,2020,2112,2013,1586,1600,1593,1652,1628,25.91,48,"1,2,3,4,5,6,7,8",Toluene,10,10
167,7/16/25 12:20,Puff,612,616,686,1981,1980,1886,1510,1658,1584,1624,1652,26.62,50,"1,2,3,4,5,6,7,8",Toluene,10,10
168,7/16/25 12:20,Puff,617,679,615,2028,2104,1846,1537,1525,1531,1652,1649,23.61,50,"1,2,3,4,5,6,7,8",Toluene,10,10
169,7/16/25 12:20,Puff,619,639,688,1976,2055,1928,1379,1591,1485,1650,1619,25.17,51,"1,2,3,4,5,6,7,8",Toluene,10,10
170,7/16/25 12:20,Puff,670,671,687,1853,2072,1882,1287,1564,1426,1604,1625,26.48,51,"1,2,3,4,5,6,7,8",Toluene,10,10
171,7/16/25 12:20,Puff,671,626,679,2001,1940,2048,1348,1623,1486,1605,1644,23.96,51,"1,2,3,4,5,6,7,8",Toluene,10,10
172,7/16/25 12:20,Puff,642,657,644,2086,2081,1983,1534,1600,1567,1628,1636,27.58,50,"1,2,3,4,5,6,7,8",Toluene,10,10
173,7/16/25 12:20,Puff,656,629,678,2005,1861,1955,1497,1636,1567,1621,1629,24.91,50,"1,2,3,4,5,6,7,8",Toluene,10,10
174,7/16/25 12:20,Puff,621,649,619,1904,2002,1939,1414,1653,1534,1628,1606,23.77,48,"1,2,3,4,5,6,7,8",Toluene,10,10
175,7/16/25 12:20,Puff,628,636,643,1907,1846,2031,1365,1545,1455,1651,1639,27.06,50,"1,2,3,4,5,6,7,8",Toluene,10,10
176,7/16/25 12:20,Puff,663,615,629,1887,2072,1942,1616,1521,1569,1658,1635,24.75,51,"1,2,3,4,5,6,7,8",Toluene,10,10
